,Unnamed: 0.1,Quantity/Units,Weight(Tons),Value(1000 SAR),Country Group,Commodity,Commodity Code
4928,85371000,0,103,6320,Other Arab League Countries,APPARATUS FOR ELECTRICAL CONTROL 1000 V OR LESS,85371000
4929,85371000,0,96,11215,"Asian not Arabic ,not Islamic",APPARATUS FOR ELECTRICAL CONTROL 1000 V OR LESS,85371000
4930,85371000,0,46,2368,European Union,APPARATUS FOR ELECTRICAL CONTROL 1000 V OR LESS,85371000
4931,85372000,0,10,1540,Other Arab League Countries,APPARATUS FOR ELECTRICAL CONTROL OVER 1000 V,85372000
4932,85372000,0,15,551,"Asian not Arabic ,not Islamic",APPARATUS FOR ELECTRICAL CONTROL OVER 1000 V,85372000
4933,85372000,0,8,627,European Union,APPARATUS FOR ELECTRICAL CONTROL OVER 1000 V,85372000
4934,85381000,0,248,6822,Gulf Cooperation Council,"BOARDS, PANELS AND OTHER PARTS FOR ELECTRICAL CONTROL",85381000
4935,85381000,0,38,1778,Other Arab League Countries,"BOARDS, PANELS AND OTHER PARTS FOR ELECTRICAL CONTROL",85381000
4936,85381000,0,29,639,Islamic not Arabic countries,"BOARDS, PANELS AND OTHER PARTS FOR ELECTRICAL CONTROL",85381000
4937,85381000,0,21,669,"Asian not Arabic ,not Islamic","BOARDS, PANELS AND OTHER PARTS FOR ELECTRICAL CONTROL",85381000
4938,85389000,0,655,27676,Gulf Cooperation Council,"OTHER PARTS FOR HEADINGS 85.35, 85.36 OR 85.37",85389000
4939,85389000,0,32,636,Other Arab League Countries,"OTHER PARTS FOR HEADINGS 85.35, 85.36 OR 85.37",85389000
4940,85389000,0,17,354,"Asian not Arabic ,not Islamic","OTHER PARTS FOR HEADINGS 85.35, 85.36 OR 85.37",85389000
4941,85389000,0,16,2284,European Union,"OTHER PARTS FOR HEADINGS 85.35, 85.36 OR 85.37",85389000
4942,85391000,0,59,1196,Gulf Cooperation Council,SEALED BEAM LAMP UNITS,85391000
4943,85392900,0,86,2036,Gulf Cooperation Council,OTHER FILAMENT LAMPS,85392900
4944,85393100,0,468,5385,Gulf Cooperation Council,"FLUORESCENT, HOT CATHODE DISCHARGE LAMPS",85393100
4945,85393100,0,227,1966,Other Arab League Countries,"FLUORESCENT, HOT CATHODE DISCHARGE LAMPS",85393100
4946,85393900,0,108,1751,Gulf Cooperation Council,OTHER DISCHARGE LAMPS,85393900
4947,85393900,0,62,307,Other Arab League Countries,OTHER DISCHARGE LAMPS,85393900
4948,85394900,0,59,1023,Gulf Cooperation Council,"OTHR LMPS & TUBES W/ULTRAV. & INFRAR. RAYS, & BOW LMPS.",85394900
4949,85394900,0,99,891,Other Arab League Countries,"OTHR LMPS & TUBES W/ULTRAV. & INFRAR. RAYS, & BOW LMPS.",85394900
4950,85407900,0,17,7328,Gulf Cooperation Council,MICROWAVE TUBES,85407900
4951,85409900,0,63,839,Gulf Cooperation Council,OTHER PARTS FOR MICROWAVE AND OTHER TUBES AND VALVES,85409900
4952,85423100,0,1,7725,North America,"Processors and controllers, whether or not combined with memorie",85423100
4953,85423100,0,2,20033,European Union,"Processors and controllers, whether or not combined with memorie",85423100
4954,85423900,0,4,1246,Gulf Cooperation Council,Other Processors and controllers Or Memories Or Amplifiers,85423900
4955,85423900,0,22,2693,Islamic not Arabic countries,Other Processors and controllers Or Memories Or Amplifiers,85423900
4956,85423900,0,0,5654,North America,Other Processors and controllers Or Memories Or Amplifiers,85423900
4957,85429000,0,97,16808,Gulf Cooperation Council,PARTS FOR INTERGRATED CIRCUITS AND MICROASSEMBLIES,85429000
4958,85429000,0,0,3035,North America,PARTS FOR INTERGRATED CIRCUITS AND MICROASSEMBLIES,85429000
4959,85429000,0,0,561,European Union,PARTS FOR INTERGRATED CIRCUITS AND MICROASSEMBLIES,85429000
4960,85432000,0,0,464,North America,SIGNAL GENERATORS,85432000
4961,85437020,0,0,1013,European Union,Flat panel display devices for products falling within this agree,85437020
4962,85437090,0,17,3103,Gulf Cooperation Council,Other machines and apparatus,85437090
4963,85437090,0,1,1033,Islamic not Arabic countries,Other machines and apparatus,85437090
4964,85439010,0,2,2102,North America,Parts of ion implanters for doping semiconductor materials,85439010
4965,85439010,0,7,411,European Union,Parts of ion implanters for doping semiconductor materials,85439010
4966,85439090,0,3,964,Gulf Cooperation Council,Other Parts of ion implanters for doping semiconductor materials,85439090
4967,85441100,0,25,1315,Other Arab League Countries,COPPER INSULATED ELECTRIC WIRE,85441100
4968,85441900,0,78,1846,Gulf Cooperation Council,OTHER INSULATED WINDING WIRE,85441900
4969,85441900,0,354,2243,Other Arab League Countries,OTHER INSULATED WINDING WIRE,85441900
4970,85442010,0,21853,448014,Gulf Cooperation Council,CO-AXIAL CABLE OVER 10 MM WIDE AND OVER 300 VOLTS,85442010
4971,85442010,0,7379,164646,Other Arab League Countries,CO-AXIAL CABLE OVER 10 MM WIDE AND OVER 300 VOLTS,85442010
4972,85442010,0,318,5072,Islamic not Arabic countries,CO-AXIAL CABLE OVER 10 MM WIDE AND OVER 300 VOLTS,85442010
4973,85442020,0,26,579,Gulf Cooperation Council,COAXIAL LINES FOR TELEGRAPH AND TELEPHONE >= 10 PAIRS.,85442020
4974,85442090,0,2988,59866,Gulf Cooperation Council,OTHER CO-AXIAL CABLE,85442090
4975,85442090,0,7445,177998,Other Arab League Countries,OTHER CO-AXIAL CABLE,85442090
4976,85442090,0,25,341,Islamic not Arabic countries,OTHER CO-AXIAL CABLE,85442090
4977,85442090,0,280,5369,"Asian not Arabic ,not Islamic",OTHER CO-AXIAL CABLE,85442090
4978,85444210,0,16,621,Gulf Cooperation Council,Other conductors with connectors over 10 mm and 300 v,85444210
4979,85444210,0,21,509,Other Arab League Countries,Other conductors with connectors over 10 mm and 300 v,85444210
4980,85444210,0,20,320,Islamic not Arabic countries,Other conductors with connectors over 10 mm and 300 v,85444210
4981,85444210,0,23,399,European Union,Other conductors with connectors over 10 mm and 300 v,85444210
4982,85444220,0,425,12168,Gulf Cooperation Council,Other conductors with connectors not exceeding 10 mm in c.s.,85444220
4983,85444220,0,174,2679,Other Arab League Countries,Other conductors with connectors not exceeding 10 mm in c.s.,85444220
4984,85444290,0,130,3285,Gulf Cooperation Council,Other wires with Electrical Conductors,85444290
4985,85444290,0,157,2003,Other Arab League Countries,Other wires with Electrical Conductors,85444290
4986,85444290,0,11,640,European Union,Other wires with Electrical Conductors,85444290
4987,85444910,0,15,613,Gulf Cooperation Council,Other conductors with connectors over 10 mm and 300 v,85444910
4988,85444910,0,96,2033,Other Arab League Countries,Other conductors with connectors over 10 mm and 300 v,85444910
4989,85444910,0,15,673,European Union,Other conductors with connectors over 10 mm and 300 v,85444910
4990,85444929,0,42,457,Other Arab League Countries,Other conductors with connectors not exceeding 10 mm in c.s.,85444929
4991,85444929,0,10,366,European Union,Other conductors with connectors not exceeding 10 mm in c.s.,85444929
4992,85444941,0,52,792,"Asian not Arabic ,not Islamic",Other conductors with connectors and less than 10 pairs not excee,85444941
4993,85444949,0,38,871,Gulf Cooperation Council,Other conductors with connectors and less than 10 pairs,85444949
4994,85444949,0,0,428,European Union,Other conductors with connectors and less than 10 pairs,85444949
4995,85444999,0,24,478,Gulf Cooperation Council,Other electrical conductors another effort to not more than 1000,85444999
4996,85444999,0,52,1279,Islamic not Arabic countries,Other electrical conductors another effort to not more than 1000,85444999
4997,85446010,0,4922,100334,Gulf Cooperation Council,OTHER CONDUCTORS OVER 10 MM WIDE AND OVER 1000 V,85446010
4998,85446010,0,9394,106061,Other Arab League Countries,OTHER CONDUCTORS OVER 10 MM WIDE AND OVER 1000 V,85446010
4999,85446010,0,52,894,Islamic not Arabic countries,OTHER CONDUCTORS OVER 10 MM WIDE AND OVER 1000 V,85446010
5000,85446010,0,442,10696,"Asian not Arabic ,not Islamic",OTHER CONDUCTORS OVER 10 MM WIDE AND OVER 1000 V,85446010
5001,85446010,0,79,683,"African not Arabic,not Islamic",OTHER CONDUCTORS OVER 10 MM WIDE AND OVER 1000 V,85446010
5002,85446010,0,51,2778,North America,OTHER CONDUCTORS OVER 10 MM WIDE AND OVER 1000 V,85446010
5003,85446010,0,21,353,European Union,OTHER CONDUCTORS OVER 10 MM WIDE AND OVER 1000 V,85446010
5004,85446020,0,284,8689,Gulf Cooperation Council,ELECTRIC WIRES OF CROSS-SECTION 10mm FOR TENSION EXCEED,85446020
5005,85446030,0,20,1153,Gulf Cooperation Council,"LINES FOR TELEGRAPH AND TELEPHONE >=10PAIRS,FOR TENSION",85446030
5006,85446090,0,13608,244733,Gulf Cooperation Council,OTHER CONDUCTORS OVER 1000 V AND UNDER 11 MM WIDE,85446090
5007,85446090,0,360,8494,Other Arab League Countries,OTHER CONDUCTORS OVER 1000 V AND UNDER 11 MM WIDE,85446090
5008,85446090,0,32,728,"Asian not Arabic ,not Islamic",OTHER CONDUCTORS OVER 1000 V AND UNDER 11 MM WIDE,85446090
5009,85446090,0,20,1139,North America,OTHER CONDUCTORS OVER 1000 V AND UNDER 11 MM WIDE,85446090
5010,85447000,0,232,6361,Gulf Cooperation Council,OPTICAL FIBRE CABLES,85447000
5011,85447000,0,13,393,European Union,OPTICAL FIBRE CABLES,85447000
5012,85451900,0,200,518,Gulf Cooperation Council,OTHER ELECTRODES,85451900
5013,85472000,0,1113,8800,Gulf Cooperation Council,INSULATING FITTINGS OF PLASTICS,85472000
5014,86039000,0,314,5127,Other Arab League Countries,OTHER SELF-PROPELLED RAILWAY COACHES,86039000
5015,86040000,0,34,1302,European Union,RAILWAY OR TRAMWAY MAINTENANCE OR SERVICE VEHICLES,86040000
5016,86069900,0,50,1009,Gulf Cooperation Council,OTHER RAILWAY VANS AND WAGONS,86069900
5017,86069900,0,629,9906,Other Arab League Countries,OTHER RAILWAY VANS AND WAGONS,86069900
5018,86079900,0,10,321,Gulf Cooperation Council,OTHER PARTS FOR RAILWAY STOCK,86079900
5019,86090000,0,8216,22499,Gulf Cooperation Council,CONTAINERS DESIGNED FOR TRANSPORT MODE,86090000
5020,86090000,0,685,11457,Other Arab League Countries,CONTAINERS DESIGNED FOR TRANSPORT MODE,86090000
5021,86090000,0,174,619,"Asian not Arabic ,not Islamic",CONTAINERS DESIGNED FOR TRANSPORT MODE,86090000
5022,86090000,0,202,1111,European Union,CONTAINERS DESIGNED FOR TRANSPORT MODE,86090000
5023,87011000,1,50,2675,"African not Arabic,not Islamic",PEDESTRIAN CONTROLLED TRACTORS,87011000
5024,87012000,29,263,4087,Gulf Cooperation Council,ROAD TRACTORS FOR SEMI-TRAILERS,87012000
5025,87012000,29,207,1577,Other Arab League Countries,ROAD TRACTORS FOR SEMI-TRAILERS,87012000
5026,87013000,12,104,1994,Other Arab League Countries,TRACK-LAYING TRACTORS,87013000
5027,87019000,65,262,4343,Other Arab League Countries,OTHER TRACTORS,87019000
5028,87021000,28,76,2597,Gulf Cooperation Council,PUBLIC TYPE VEHICLES WITH COMPRESSION-IGNITION ENGINES,87021000
5029,87021000,14,54,1643,Other Arab League Countries,PUBLIC TYPE VEHICLES WITH COMPRESSION-IGNITION ENGINES,87021000
5030,87021000,1,11,300,Islamic not Arabic countries,PUBLIC TYPE VEHICLES WITH COMPRESSION-IGNITION ENGINES,87021000
5031,87021000,10,18,1936,European Union,PUBLIC TYPE VEHICLES WITH COMPRESSION-IGNITION ENGINES,87021000
5032,87029000,31,161,1834,Gulf Cooperation Council,OTHER PUBLIC TYPE VEHICLES,87029000
5033,87029000,101,429,6279,Other Arab League Countries,OTHER PUBLIC TYPE VEHICLES,87029000
5034,87029000,1,2,522,"Asian not Arabic ,not Islamic",OTHER PUBLIC TYPE VEHICLES,87029000
5035,87031000,9,6,389,Gulf Cooperation Council,VEHICLES FOR SNOW; GOLF CARS AND THE LIKE,87031000
5036,87032111,986,1867,94517,Gulf Cooperation Council,"PRIVATE CARS, CURRENT, SPARK-IGNITION, NOT OVER 1000 CC",87032111
5037,87032111,1847,2697,102437,Other Arab League Countries,"PRIVATE CARS, CURRENT, SPARK-IGNITION, NOT OVER 1000 CC",87032111
5038,87032111,531,807,45498,Islamic not Arabic countries,"PRIVATE CARS, CURRENT, SPARK-IGNITION, NOT OVER 1000 CC",87032111
5039,87032111,25,51,2897,"Asian not Arabic ,not Islamic","PRIVATE CARS, CURRENT, SPARK-IGNITION, NOT OVER 1000 CC",87032111
5040,87032111,39,87,2921,"African not Arabic,not Islamic","PRIVATE CARS, CURRENT, SPARK-IGNITION, NOT OVER 1000 CC",87032111
5041,87032111,10,26,2026,North America,"PRIVATE CARS, CURRENT, SPARK-IGNITION, NOT OVER 1000 CC",87032111
5042,87032111,57,129,9636,European Union,"PRIVATE CARS, CURRENT, SPARK-IGNITION, NOT OVER 1000 CC",87032111
5043,87032112,183,345,9006,Gulf Cooperation Council,"PRIVATE CARS, 1-YEAR, SPARK-IGNITION, NOT OVER 1000 CCC",87032112
5044,87032112,7038,12437,296963,Other Arab League Countries,"PRIVATE CARS, 1-YEAR, SPARK-IGNITION, NOT OVER 1000 CCC",87032112
5045,87032112,396,713,18705,Islamic not Arabic countries,"PRIVATE CARS, 1-YEAR, SPARK-IGNITION, NOT OVER 1000 CCC",87032112
5046,87032112,12,21,886,"Asian not Arabic ,not Islamic","PRIVATE CARS, 1-YEAR, SPARK-IGNITION, NOT OVER 1000 CCC",87032112
5047,87032112,739,1620,39665,"African not Arabic,not Islamic","PRIVATE CARS, 1-YEAR, SPARK-IGNITION, NOT OVER 1000 CCC",87032112
5048,87032112,6,14,823,North America,"PRIVATE CARS, 1-YEAR, SPARK-IGNITION, NOT OVER 1000 CCC",87032112
5049,87032112,49,93,5233,European Union,"PRIVATE CARS, 1-YEAR, SPARK-IGNITION, NOT OVER 1000 CCC",87032112
5050,87032131,25,59,3955,Gulf Cooperation Council,"JEEPS, CURRENT, SPARK IGNITION, NOT OVER 1000 CC",87032131
5051,87032131,4,6,842,"African not Arabic,not Islamic","JEEPS, CURRENT, SPARK IGNITION, NOT OVER 1000 CC",87032131
5052,87032132,19,38,1954,Gulf Cooperation Council,"JEEPS, 1 YEAR OLD, SPARK IGNITION, NOT OVER 1000 CC",87032132
5053,87032190,311,659,35876,Gulf Cooperation Council,"OTHER VEHICLES, SPARK IGNITION, NOT OVER 1000 CC",87032190
5054,87032190,6157,6340,131968,Other Arab League Countries,"OTHER VEHICLES, SPARK IGNITION, NOT OVER 1000 CC",87032190
5055,87032211,1187,1321,64965,Gulf Cooperation Council,"PRIVATE CARS, CURRENT, SPARK IGNITION, 1001 TO 1500 CC",87032211
5056,87032211,959,1289,53315,Other Arab League Countries,"PRIVATE CARS, CURRENT, SPARK IGNITION, 1001 TO 1500 CC",87032211
5057,87032211,2,4,333,Islamic not Arabic countries,"PRIVATE CARS, CURRENT, SPARK IGNITION, 1001 TO 1500 CC",87032211
5058,87032211,91,218,2261,"Asian not Arabic ,not Islamic","PRIVATE CARS, CURRENT, SPARK IGNITION, 1001 TO 1500 CC",87032211
5059,87032211,1,2,900,North America,"PRIVATE CARS, CURRENT, SPARK IGNITION, 1001 TO 1500 CC",87032211
5060,87032211,6,12,2478,European Union,"PRIVATE CARS, CURRENT, SPARK IGNITION, 1001 TO 1500 CC",87032211
5061,87032212,65,125,3272,Gulf Cooperation Council,"PRIVATE CARS, 1 YEAR, SPARK IGNITION, 1001 TO 1500 CC",87032212
5062,87032212,1247,1946,51479,Other Arab League Countries,"PRIVATE CARS, 1 YEAR, SPARK IGNITION, 1001 TO 1500 CC",87032212
5063,87032212,79,157,4526,Islamic not Arabic countries,"PRIVATE CARS, 1 YEAR, SPARK IGNITION, 1001 TO 1500 CC",87032212
5064,87032212,2,4,300,"Asian not Arabic ,not Islamic","PRIVATE CARS, 1 YEAR, SPARK IGNITION, 1001 TO 1500 CC",87032212
5065,87032212,42,79,2542,"African not Arabic,not Islamic","PRIVATE CARS, 1 YEAR, SPARK IGNITION, 1001 TO 1500 CC",87032212
5066,87032212,8,15,542,North America,"PRIVATE CARS, 1 YEAR, SPARK IGNITION, 1001 TO 1500 CC",87032212
5067,87032212,11,22,1730,European Union,"PRIVATE CARS, 1 YEAR, SPARK IGNITION, 1001 TO 1500 CC",87032212
5068,87032231,7,11,882,Islamic not Arabic countries,"JEEPS, CURRENT, SPARK IGNITION, 1001 TO 1500 CC",87032231
5069,87032260,2,29,700,Other Arab League Countries,"MOTOR HOMES, SPARK IGNITION, 1001 TO 1500 CC",87032260
5070,87032290,232,444,32199,Gulf Cooperation Council,"OTHER VEHICLES, SPARK IGNITION, 1001 TO 1500 CC",87032290
5071,87032290,623,954,13868,Other Arab League Countries,"OTHER VEHICLES, SPARK IGNITION, 1001 TO 1500 CC",87032290
5072,87032311,4353,6133,305161,Gulf Cooperation Council,"PRIVATE CARS, CURRENT, SPARK IGNITION, 1501 TO 3000 CC",87032311
5073,87032311,5604,7719,233549,Other Arab League Countries,"PRIVATE CARS, CURRENT, SPARK IGNITION, 1501 TO 3000 CC",87032311
5074,87032311,291,471,23280,Islamic not Arabic countries,"PRIVATE CARS, CURRENT, SPARK IGNITION, 1501 TO 3000 CC",87032311
5075,87032311,373,919,47380,"Asian not Arabic ,not Islamic","PRIVATE CARS, CURRENT, SPARK IGNITION, 1501 TO 3000 CC",87032311
5076,87032311,161,255,9200,"African not Arabic,not Islamic","PRIVATE CARS, CURRENT, SPARK IGNITION, 1501 TO 3000 CC",87032311
5077,87032311,5,10,555,North America,"PRIVATE CARS, CURRENT, SPARK IGNITION, 1501 TO 3000 CC",87032311
5078,87032311,36,52,4118,European Union,"PRIVATE CARS, CURRENT, SPARK IGNITION, 1501 TO 3000 CC",87032311
5079,87032312,1191,1904,106018,Gulf Cooperation Council,"PRIVATE CARS, 1 YEAR, SPARK IGNITION, 1501 TO 3000 CC",87032312
5080,87032312,1428,2246,81521,Other Arab League Countries,"PRIVATE CARS, 1 YEAR, SPARK IGNITION, 1501 TO 3000 CC",87032312
5081,87032312,45,81,4826,Islamic not Arabic countries,"PRIVATE CARS, 1 YEAR, SPARK IGNITION, 1501 TO 3000 CC",87032312
5082,87032312,21,36,2165,"Asian not Arabic ,not Islamic","PRIVATE CARS, 1 YEAR, SPARK IGNITION, 1501 TO 3000 CC",87032312
5083,87032312,10,15,561,"African not Arabic,not Islamic","PRIVATE CARS, 1 YEAR, SPARK IGNITION, 1501 TO 3000 CC",87032312
5084,87032312,13,22,1522,North America,"PRIVATE CARS, 1 YEAR, SPARK IGNITION, 1501 TO 3000 CC",87032312
5085,87032312,100,119,5514,European Union,"PRIVATE CARS, 1 YEAR, SPARK IGNITION, 1501 TO 3000 CC",87032312
5086,87032331,82,171,9969,Gulf Cooperation Council,"JEEPS, CURRENT, SPARK IGNITION, 1501 TO 3000 CC",87032331
5087,87032331,42,90,3969,Other Arab League Countries,"JEEPS, CURRENT, SPARK IGNITION, 1501 TO 3000 CC",87032331
5088,87032331,61,108,6330,Islamic not Arabic countries,"JEEPS, CURRENT, SPARK IGNITION, 1501 TO 3000 CC",87032331
5089,87032332,21,45,1849,Gulf Cooperation Council,"JEEPS, 1 YEAR OLD, SPARK IGNITION, 1501 TO 3000 CC",87032332
5090,87032332,65,82,2597,Other Arab League Countries,"JEEPS, 1 YEAR OLD, SPARK IGNITION, 1501 TO 3000 CC",87032332
5091,87032332,9,17,588,Islamic not Arabic countries,"JEEPS, 1 YEAR OLD, SPARK IGNITION, 1501 TO 3000 CC",87032332
5092,87032350,4,11,562,Gulf Cooperation Council,"EMERGENCY VEHICLES, SPARK IGNITION, 1501 TO 3000 CC",87032350
5093,87032360,1,16,981,Gulf Cooperation Council,"MOTOR HOMES, SPARK IGNITION, 1501 TO 3000 CC",87032360
5094,87032390,2825,4013,192119,Gulf Cooperation Council,"OTHER VEHICLES, SPARK IGNITION, 1501 TO 3000 CC",87032390
